dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,liked
3, 10:00:00,18,21,0,0,1,0
2, 17:00:00,55,9,0,0,1,1
0, 13:00:00,23,45,1,1,1,0
2, 17:00:00,63,19,0,0,0,0
5, 00:00:00,30,12,0,0,0,0
0, 11:00:00,42,23,1,1,0,0
3, 20:00:00,22,15,0,0,1,0
2, 16:00:00,60,9,0,0,1,0
6, 07:00:00,23,25,0,0,1,0
5, 03:00:00,24,39,1,0,1,1
3, 18:00:00,19,43,0,0,0,0
0, 22:00:00,32,59,0,1,0,0
3, 15:00:00,27,16,1,0,1,0
3, 21:00:00,25,44,0,0,1,0
1, 04:00:00,19,16,0,1,1,0
5, 19:00:00,25,15,0,1,0,1
5, 21:00:00,26,9,0,0,0,0
2, 13:00:00,48,14,0,0,1,0
0, 02:00:00,37,22,0,0,0,1
6, 21:00:00,24,10,0,0,0,0
5, 01:00:00,28,70,0,0,1,0
2, 02:00:00,20,9,0,0,0,0
5, 04:00:00,47,13,0,0,1,0
4, 22:00:00,37,5,0,0,1,0
4, 09:00:00,28,20,0,0,0,0
6, 18:00:00,46,2,0,0,1,0
2, 08:00:00,36,34,0,0,1,0
0, 01:00:00,52,8,0,0,0,0
5, 21:00:00,19,17,1,1,1,0
5, 23:00:00,46,21,0,0,0,0
0, 10:00:00,68,22,0,0,1,1
4, 17:00:00,18,12,0,0,0,0
2, 00:00:00,26,4,0,0,1,0
2, 04:00:00,23,19,0,1,1,0
0, 02:00:00,55,15,0,1,0,0
2, 17:00:00,27,14,0,0,1,0
2, 17:00:00,35,5,1,0,0,0
5, 18:00:00,41,31,0,0,1,0
0, 01:00:00,32,7,0,0,0,0
1, 18:00:00,38,15,0,0,1,0
0, 13:00:00,22,9,1,0,1,0
6, 02:00:00,30,24,0,0,0,0
0, 02:00:00,38,51,0,0,1,0
1, 21:00:00,31,23,0,0,1,1
0, 01:00:00,45,18,0,1,0,1
1, 04:00:00,32,5,0,0,0,0
0, 02:00:00,38,12,0,0,0,1
4, 09:00:00,19,16,0,0,1,0
0, 00:00:00,27,61,0,0,1,1
6, 15:00:00,41,13,0,0,1,0
5, 19:00:00,19,22,0,0,1,0
3, 00:00:00,26,17,0,0,1,0
3, 14:00:00,27,10,0,0,1,0
6, 15:00:00,20,5,0,0,1,0
5, 01:00:00,21,23,0,0,0,0
0, 00:00:00,35,28,0,0,1,0
3, 16:00:00,33,11,0,0,0,0
6, 18:00:00,29,24,0,1,1,0
0, 03:00:00,19,23,0,0,0,0
5, 21:00:00,28,8,0,0,0,0
2, 22:00:00,41,13,0,1,0,0
0, 03:00:00,33,23,0,1,1,1
0, 07:00:00,35,3,0,0,1,0
2, 03:00:00,40,5,0,0,1,1
6, 19:00:00,24,37,0,0,1,1
0, 16:00:00,37,16,0,0,1,0
3, 18:00:00,21,51,0,0,1,0
0, 03:00:00,41,18,0,0,0,0
4, 00:00:00,33,3,1,0,1,0
6, 13:00:00,39,36,0,1,1,0
0, 20:00:00,39,6,0,0,0,0
3, 12:00:00,31,29,0,0,1,0
2, 14:00:00,42,54,0,1,1,0
6, 09:00:00,20,12,0,0,1,0
1, 02:00:00,33,26,0,0,1,0
4, 02:00:00,40,7,0,0,0,0
1, 08:00:00,43,13,0,0,1,0
3, 23:00:00,22,52,0,1,1,0
5, 00:00:00,22,51,0,1,1,0
3, 06:00:00,42,18,0,1,1,0
5, 13:00:00,21,73,0,1,1,1
0, 15:00:00,21,14,0,0,1,0
2, 18:00:00,33,17,0,0,1,0
0, 11:00:00,38,20,0,0,0,1
5, 02:00:00,25,7,0,0,0,0
6, 21:00:00,37,31,0,0,1,0
2, 20:00:00,38,8,0,0,1,0
6, 03:00:00,31,14,0,0,1,0
4, 19:00:00,42,3,0,1,0,0
4, 14:00:00,24,15,0,0,0,0
2, 20:00:00,20,18,0,0,1,0
1, 18:00:00,28,17,0,0,0,0
0, 22:00:00,21,9,0,1,0,0
6, 23:00:00,57,13,0,0,1,0
4, 01:00:00,23,23,0,1,1,0
1, 14:00:00,49,11,0,0,1,0
0, 18:00:00,28,32,0,0,1,0
3, 01:00:00,27,68,1,0,1,0
3, 16:00:00,30,39,0,0,0,1
0, 21:00:00,30,4,1,0,0,0
5, 16:00:00,39,14,0,0,0,0
0, 06:00:00,27,70,0,0,1,0
2, 19:00:00,23,6,0,1,0,0
0, 00:00:00,26,14,0,0,0,0
4, 14:00:00,31,27,0,0,0,0
6, 00:00:00,47,22,0,0,1,0
3, 22:00:00,76,19,0,0,0,1
0, 11:00:00,22,45,0,0,0,0
0, 11:00:00,31,37,0,0,1,1
5, 02:00:00,22,10,0,0,0,1
5, 02:00:00,29,28,0,0,0,0
6, 19:00:00,57,10,0,0,0,0
2, 21:00:00,21,25,0,1,1,0
1, 22:00:00,54,9,0,0,1,0
1, 22:00:00,35,37,1,1,1,1
5, 06:00:00,17,16,0,0,1,0
3, 22:00:00,30,18,1,0,1,0
6, 23:00:00,24,25,0,0,1,0
4, 17:00:00,21,32,0,0,0,0
4, 16:00:00,17,8,0,0,1,0
0, 21:00:00,36,2,1,0,1,0
0, 16:00:00,37,4,0,0,0,0
4, 15:00:00,44,6,0,0,1,0
1, 15:00:00,40,2,0,0,0,0
2, 21:00:00,19,14,0,1,1,0
6, 06:00:00,35,32,0,1,1,0
2, 04:00:00,32,6,1,0,1,0
3, 00:00:00,24,27,1,0,1,0
3, 23:00:00,27,43,0,0,1,0
1, 02:00:00,39,31,0,0,1,0
2, 02:00:00,30,39,0,1,1,0
3, 17:00:00,38,3,0,0,1,0
3, 00:00:00,75,11,0,0,1,0
1, 15:00:00,31,16,0,0,0,0
5, 04:00:00,33,45,0,0,1,1
0, 20:00:00,28,21,0,0,1,0
3, 06:00:00,20,34,0,1,1,0
5, 12:00:00,36,13,0,0,0,0
2, 05:00:00,50,11,1,0,1,0
3, 14:00:00,23,30,0,0,1,1
0, 05:00:00,24,59,0,0,1,0
3, 23:00:00,27,12,0,1,1,0
4, 11:00:00,31,26,0,0,1,0
0, 15:00:00,43,23,0,0,0,1
6, 20:00:00,36,6,0,0,0,0
6, 22:00:00,18,23,0,1,1,0
1, 04:00:00,36,52,0,0,1,1
3, 23:00:00,37,34,1,0,1,0
5, 17:00:00,40,2,0,1,0,0
6, 18:00:00,38,4,0,0,1,0
2, 17:00:00,47,6,0,0,0,0
6, 10:00:00,26,7,0,0,0,1
1, 10:00:00,38,52,1,0,1,0
0, 15:00:00,17,11,0,0,1,0
6, 07:00:00,21,27,0,1,1,0
3, 17:00:00,28,13,0,0,1,0
2, 02:00:00,20,13,0,0,1,0
2, 15:00:00,31,20,0,0,1,0
4, 01:00:00,21,28,0,0,1,0
0, 20:00:00,29,15,1,1,0,0
4, 18:00:00,23,19,0,1,1,0
5, 22:00:00,24,45,0,0,1,0
0, 09:00:00,22,7,0,0,1,0
0, 17:00:00,26,3,1,0,1,0
4, 11:00:00,30,13,0,0,0,0
4, 19:00:00,45,2,0,0,1,1
5, 00:00:00,27,17,0,1,1,0
1, 08:00:00,21,35,0,0,1,0
5, 14:00:00,22,21,0,0,1,0
0, 14:00:00,21,37,0,0,1,0
4, 03:00:00,20,18,0,0,1,0
5, 18:00:00,28,18,0,0,1,0
2, 23:00:00,27,25,1,0,0,0
0, 03:00:00,25,25,0,0,1,0
0, 01:00:00,27,24,0,0,1,0
4, 01:00:00,23,61,0,0,0,0
5, 17:00:00,38,4,0,0,0,0
6, 20:00:00,32,11,0,0,0,0
3, 01:00:00,24,21,0,1,1,0
2, 03:00:00,30,1,0,0,0,1
0, 17:00:00,46,2,1,0,0,0
2, 10:00:00,49,7,0,1,0,0
1, 20:00:00,19,17,0,0,0,0
5, 16:00:00,35,58,0,0,0,0
0, 04:00:00,20,42,0,0,1,0
2, 01:00:00,26,21,0,1,1,0
0, 08:00:00,41,36,0,0,1,1
5, 00:00:00,36,28,1,0,1,0
4, 13:00:00,35,10,0,0,1,0
4, 22:00:00,26,20,0,0,1,0
2, 00:00:00,28,11,0,0,0,0
1, 10:00:00,28,6,0,0,0,1
4, 14:00:00,38,25,0,1,1,0
5, 05:00:00,53,7,0,0,1,0
4, 14:00:00,36,19,0,0,1,1
1, 05:00:00,42,15,0,0,1,0
1, 03:00:00,36,22,0,0,1,1
1, 03:00:00,32,26,0,0,1,0
4, 10:00:00,30,23,0,1,0,0
5, 18:00:00,22,19,0,0,1,1
2, 00:00:00,34,26,0,0,1,0
6, 23:00:00,69,2,0,0,1,0
5, 04:00:00,26,26,0,0,1,0
6, 23:00:00,23,36,0,1,1,0
0, 05:00:00,26,12,0,0,1,0
0, 00:00:00,30,44,0,0,1,0
1, 15:00:00,20,27,1,0,1,0
3, 05:00:00,35,12,0,0,0,0
2, 23:00:00,21,11,0,0,1,0
1, 04:00:00,46,14,0,0,0,0
4, 00:00:00,29,23,0,0,0,0
3, 14:00:00,49,4,0,0,1,0
6, 17:00:00,35,20,0,0,0,0
3, 07:00:00,22,22,0,0,1,0
1, 00:00:00,18,31,0,0,0,0
5, 23:00:00,37,18,0,0,1,0
0, 01:00:00,17,15,0,0,0,0
5, 06:00:00,51,25,0,1,1,0
4, 13:00:00,47,10,0,1,1,0
3, 05:00:00,66,6,0,0,0,1
6, 20:00:00,27,14,0,1,1,0
6, 20:00:00,40,9,0,0,0,0
1, 02:00:00,40,6,0,0,1,1
5, 18:00:00,35,1,1,0,0,0
1, 20:00:00,27,12,0,0,1,0
5, 21:00:00,33,4,0,0,1,1
1, 00:00:00,37,22,0,0,1,0
1, 04:00:00,27,35,0,0,1,0
5, 15:00:00,27,34,0,0,1,0
6, 16:00:00,22,17,0,1,1,0
5, 00:00:00,25,31,0,0,1,1
5, 17:00:00,21,6,0,0,1,0
5, 14:00:00,28,31,0,0,1,0
2, 00:00:00,28,57,1,0,1,0
5, 14:00:00,30,51,0,0,1,0
6, 17:00:00,23,11,0,0,0,0
4, 18:00:00,29,6,0,0,0,1
0, 04:00:00,22,7,0,0,1,0
1, 03:00:00,30,2,0,0,1,0
4, 13:00:00,20,2,0,0,0,1
6, 00:00:00,26,29,0,0,1,0
2, 05:00:00,43,20,0,0,0,0
4, 16:00:00,24,63,1,0,1,1
5, 11:00:00,30,54,1,0,0,0
0, 11:00:00,28,15,0,1,1,0
4, 14:00:00,24,8,0,0,0,0
0, 21:00:00,41,1,0,0,1,1
4, 19:00:00,41,13,1,0,1,0
5, 18:00:00,25,52,0,0,0,0
5, 20:00:00,42,10,0,0,0,1
0, 20:00:00,21,11,0,0,1,0
3, 03:00:00,40,32,1,0,0,0
4, 21:00:00,22,19,0,0,1,0
4, 21:00:00,28,16,0,0,1,0
4, 16:00:00,45,12,0,0,0,0
6, 14:00:00,25,34,0,1,1,0
5, 01:00:00,24,18,0,0,1,1
6, 22:00:00,29,16,1,0,1,0
5, 22:00:00,19,22,0,0,1,0
2, 03:00:00,24,13,0,1,0,0
4, 22:00:00,34,23,1,0,1,0
6, 21:00:00,23,13,1,0,0,0
3, 16:00:00,19,37,0,0,1,0
6, 13:00:00,34,5,0,1,0,0
0, 20:00:00,27,31,0,1,0,0
2, 18:00:00,27,19,0,0,0,0
4, 18:00:00,30,7,0,0,1,0
3, 17:00:00,21,17,0,1,0,0
4, 14:00:00,21,41,0,0,1,0
2, 12:00:00,44,15,0,0,1,0
6, 07:00:00,38,4,0,0,0,1
2, 20:00:00,24,32,0,0,1,0
0, 23:00:00,56,14,1,0,1,0
4, 03:00:00,21,6,0,0,0,0
2, 04:00:00,36,21,0,0,1,1
0, 03:00:00,18,20,0,0,0,0
5, 15:00:00,23,5,0,1,0,1
6, 16:00:00,37,19,0,0,0,0
0, 14:00:00,24,59,0,0,1,0
5, 20:00:00,31,29,1,0,1,0
1, 04:00:00,32,32,0,0,1,0
5, 15:00:00,20,12,0,0,1,0
5, 11:00:00,43,35,0,0,1,0
0, 16:00:00,23,33,0,0,1,0
0, 19:00:00,70,1,0,0,0,1
1, 07:00:00,23,35,0,0,1,0
6, 00:00:00,50,20,0,0,1,0
5, 20:00:00,21,11,0,0,1,0
1, 16:00:00,34,14,0,0,0,0
4, 17:00:00,42,15,0,0,1,0
0, 13:00:00,26,15,0,0,1,0
6, 12:00:00,43,15,0,0,0,0
4, 09:00:00,50,11,0,0,0,0
6, 23:00:00,29,3,0,1,0,1
0, 04:00:00,22,13,0,0,1,0
1, 17:00:00,24,31,0,0,1,0
0, 02:00:00,22,13,0,0,0,1
5, 02:00:00,33,64,0,0,1,0
6, 14:00:00,28,16,0,0,1,0
0, 16:00:00,43,42,0,1,1,1
1, 21:00:00,22,27,0,1,1,0
2, 20:00:00,34,19,0,0,1,0
5, 01:00:00,23,19,0,0,1,0
1, 10:00:00,32,6,0,0,1,1
0, 22:00:00,35,26,0,0,0,0
0, 12:00:00,42,18,0,0,1,0
6, 21:00:00,21,16,0,0,1,1
1, 15:00:00,53,7,0,0,1,0
2, 04:00:00,29,11,0,0,1,1
1, 20:00:00,36,14,0,0,1,0
5, 23:00:00,31,20,0,0,1,0
3, 17:00:00,26,1,0,0,1,0
3, 15:00:00,27,22,0,0,1,0
4, 21:00:00,26,17,0,0,1,0
4, 20:00:00,30,38,0,1,1,0
0, 14:00:00,22,34,1,1,1,0
6, 15:00:00,43,10,1,1,1,0
2, 21:00:00,39,6,1,0,1,0
5, 04:00:00,20,18,0,0,1,0
3, 19:00:00,19,4,0,0,0,0
2, 02:00:00,35,24,0,0,1,1
0, 13:00:00,50,8,0,0,1,0
4, 23:00:00,19,6,0,0,0,0
4, 04:00:00,41,19,0,0,1,1
6, 18:00:00,35,25,0,1,1,1
6, 12:00:00,37,23,0,0,0,1
2, 13:00:00,25,26,1,0,1,0
0, 00:00:00,27,12,0,0,1,1
2, 13:00:00,41,56,0,0,1,0
6, 03:00:00,18,5,0,0,0,0
1, 10:00:00,24,34,0,1,1,0
2, 17:00:00,24,10,0,0,1,0
5, 21:00:00,50,14,0,1,1,0
4, 12:00:00,17,34,0,1,1,0
3, 19:00:00,37,12,1,0,1,1
6, 12:00:00,21,20,1,0,0,0
3, 19:00:00,39,7,0,0,1,0
6, 04:00:00,34,27,0,0,1,0
2, 17:00:00,25,9,0,0,1,0
3, 17:00:00,31,19,0,0,0,0
4, 01:00:00,29,19,0,0,1,0
0, 21:00:00,30,22,0,0,0,0
5, 01:00:00,22,7,1,0,0,0
6, 13:00:00,50,5,0,0,0,0
6, 12:00:00,37,19,0,1,0,0
6, 05:00:00,28,55,0,0,0,0
2, 13:00:00,33,40,0,0,1,0
1, 06:00:00,20,26,1,0,1,1
4, 08:00:00,32,27,1,0,1,0
5, 02:00:00,23,1,0,0,1,0
4, 14:00:00,26,59,0,1,0,0
1, 09:00:00,54,41,1,0,0,0
2, 06:00:00,61,26,0,0,0,0
5, 01:00:00,28,21,0,0,1,0
5, 00:00:00,24,31,0,1,1,0
6, 23:00:00,23,18,0,0,1,0
2, 14:00:00,29,40,0,0,1,0
3, 02:00:00,28,13,0,0,1,0
2, 19:00:00,23,18,0,0,1,0
5, 15:00:00,18,4,1,0,0,0
2, 03:00:00,23,28,1,1,1,0
6, 08:00:00,30,7,0,0,1,0
0, 17:00:00,32,25,0,0,1,1
4, 06:00:00,28,4,0,0,0,1
4, 16:00:00,21,11,0,0,1,0
2, 16:00:00,40,13,0,0,1,0
4, 20:00:00,32,16,0,0,1,1
2, 12:00:00,44,3,0,0,1,0
5, 20:00:00,51,10,0,0,1,0
6, 14:00:00,33,23,1,1,1,1
2, 21:00:00,28,36,0,0,1,0
6, 18:00:00,23,23,0,0,1,1
5, 06:00:00,30,17,0,0,1,0
2, 21:00:00,26,10,0,1,0,0
3, 17:00:00,28,1,0,1,0,1
6, 23:00:00,27,53,0,0,0,0
3, 22:00:00,21,27,0,0,1,0
1, 06:00:00,25,20,0,0,1,0
5, 07:00:00,26,35,0,0,0,0
0, 02:00:00,26,39,0,0,0,0
4, 14:00:00,28,7,0,0,0,0
6, 22:00:00,50,46,0,0,0,0
3, 06:00:00,36,7,0,0,1,0
4, 17:00:00,30,5,0,0,1,0
2, 02:00:00,38,38,0,0,1,0
3, 16:00:00,19,27,0,0,0,0
3, 00:00:00,21,19,0,1,1,0
3, 15:00:00,27,20,0,0,1,0
1, 23:00:00,16,9,0,0,0,0
0, 02:00:00,40,20,0,0,1,0
1, 00:00:00,68,11,0,0,0,0
2, 19:00:00,22,1,0,0,1,0
6, 00:00:00,27,18,0,0,0,0
1, 10:00:00,27,8,0,0,1,0
2, 21:00:00,27,40,0,0,0,0
1, 05:00:00,40,66,0,0,1,0
1, 16:00:00,24,1,0,0,1,0
4, 15:00:00,21,9,0,0,1,1
6, 21:00:00,49,25,1,0,1,0
2, 16:00:00,26,13,0,0,1,0
1, 01:00:00,26,18,0,0,1,0
6, 23:00:00,26,5,1,0,0,0
2, 02:00:00,33,88,0,1,1,0
4, 14:00:00,33,4,0,1,1,0
6, 06:00:00,26,53,0,0,1,0
2, 12:00:00,36,8,0,0,1,0
2, 11:00:00,29,19,0,0,0,0
6, 22:00:00,23,11,0,0,0,0
5, 02:00:00,41,12,0,0,0,0
5, 18:00:00,20,12,0,0,0,1
0, 01:00:00,17,106,0,0,1,0
4, 04:00:00,29,7,0,0,0,0
1, 18:00:00,22,7,0,0,0,1
6, 16:00:00,24,16,0,0,1,1
0, 03:00:00,72,1,1,0,0,1
6, 16:00:00,50,6,0,0,1,0
1, 15:00:00,33,3,0,0,1,0
1, 14:00:00,47,6,0,0,1,0
5, 12:00:00,30,11,0,0,0,0
2, 22:00:00,33,11,0,0,1,0
3, 23:00:00,43,8,0,1,0,0
6, 20:00:00,29,13,0,0,0,0
1, 01:00:00,23,23,1,0,0,0
3, 01:00:00,28,30,0,1,1,0
0, 05:00:00,23,80,0,0,1,0
1, 21:00:00,41,5,0,0,1,0
0, 01:00:00,36,11,1,0,0,0
1, 21:00:00,27,19,0,1,1,0
1, 22:00:00,31,13,1,0,1,1
6, 15:00:00,36,5,0,1,0,0
3, 21:00:00,45,5,0,0,0,0
0, 16:00:00,23,31,0,0,1,1
3, 13:00:00,33,9,0,0,1,0
1, 12:00:00,23,38,0,0,1,0
6, 04:00:00,32,26,0,0,0,0
0, 02:00:00,47,19,0,0,1,0
5, 05:00:00,24,127,1,0,1,0
3, 23:00:00,35,13,0,0,1,0
4, 01:00:00,42,17,0,1,1,0
3, 22:00:00,39,11,0,0,0,0
4, 01:00:00,48,10,0,0,1,0
0, 17:00:00,59,26,0,0,1,0
4, 00:00:00,27,45,0,1,0,1
5, 19:00:00,19,13,0,0,0,0
5, 02:00:00,31,4,0,0,1,1
0, 02:00:00,33,11,0,0,1,1
1, 03:00:00,24,10,1,0,1,1
6, 01:00:00,47,18,0,0,1,0
6, 19:00:00,39,9,0,0,0,0
1, 13:00:00,39,32,0,0,1,0
1, 03:00:00,21,31,1,0,0,0
6, 02:00:00,51,9,0,0,0,0
0, 21:00:00,27,7,0,0,1,0
5, 16:00:00,31,24,0,1,0,0
3, 19:00:00,30,13,0,1,1,0
1, 08:00:00,22,31,0,0,1,0
3, 10:00:00,18,30,0,0,1,0
1, 01:00:00,45,18,0,1,1,0
6, 03:00:00,49,16,0,0,0,1
5, 19:00:00,43,23,0,0,0,0
0, 03:00:00,22,32,0,0,1,1
0, 15:00:00,23,46,0,0,1,0
0, 15:00:00,32,19,0,1,0,1
3, 19:00:00,24,17,0,0,1,1
0, 23:00:00,25,5,0,0,0,0
1, 15:00:00,27,1,0,1,0,0
5, 10:00:00,31,32,0,1,1,1
1, 04:00:00,17,74,0,0,1,0
3, 09:00:00,40,25,0,0,0,0
6, 16:00:00,21,12,0,0,1,0
4, 16:00:00,22,5,0,0,1,0
6, 07:00:00,38,4,0,0,1,0
6, 13:00:00,18,17,0,0,1,1
4, 00:00:00,32,23,0,0,1,0
2, 01:00:00,40,14,0,0,0,0
3, 18:00:00,27,15,0,0,0,0
5, 15:00:00,26,8,0,0,0,0
5, 21:00:00,20,15,0,0,1,0
3, 00:00:00,21,17,0,0,1,0
6, 12:00:00,20,33,0,0,0,0
0, 22:00:00,45,14,0,0,1,0
4, 10:00:00,34,18,1,1,1,0
0, 22:00:00,34,20,0,0,1,0
6, 14:00:00,62,49,0,0,1,0
5, 01:00:00,19,5,0,0,1,0
4, 05:00:00,24,16,0,0,1,0
5, 12:00:00,19,4,0,0,0,0
0, 17:00:00,17,12,0,0,1,0
4, 06:00:00,31,38,0,0,1,0
0, 16:00:00,39,10,0,1,1,0
5, 11:00:00,44,36,0,0,1,0
3, 02:00:00,36,7,0,0,1,0
1, 22:00:00,45,40,0,0,0,0
1, 11:00:00,25,54,0,0,0,0
2, 18:00:00,27,17,1,1,1,0
3, 19:00:00,26,13,0,0,0,0
4, 02:00:00,38,58,0,0,1,0
2, 01:00:00,68,1,0,0,1,0
3, 16:00:00,23,34,0,0,0,0
4, 03:00:00,31,5,0,0,1,1
5, 03:00:00,41,16,0,0,1,0
6, 13:00:00,25,33,0,1,1,1
3, 21:00:00,33,34,0,0,0,0
4, 18:00:00,30,15,0,0,0,0
4, 20:00:00,30,11,0,0,0,0
6, 02:00:00,18,17,0,0,1,1
4, 19:00:00,30,2,0,0,0,0
0, 00:00:00,28,50,0,0,1,0
6, 13:00:00,19,11,0,0,0,1
6, 15:00:00,20,12,0,0,1,0
6, 20:00:00,40,26,1,1,0,0
2, 21:00:00,20,28,0,0,1,0
2, 22:00:00,30,24,0,1,1,0
1, 15:00:00,23,28,0,0,1,0
4, 21:00:00,56,18,0,0,0,1
6, 13:00:00,30,49,1,0,1,0
4, 21:00:00,20,27,0,0,0,0
2, 18:00:00,26,5,0,0,1,0
1, 19:00:00,20,23,0,0,1,0
6, 17:00:00,31,12,0,0,0,0
1, 15:00:00,27,9,0,0,1,0
2, 19:00:00,34,17,0,1,1,0
0, 15:00:00,31,15,0,0,0,1
6, 04:00:00,39,26,0,1,1,1
1, 12:00:00,30,35,1,0,0,0
4, 18:00:00,24,15,1,0,1,0
1, 04:00:00,26,23,0,0,1,1
0, 04:00:00,34,29,0,0,1,1
6, 02:00:00,43,40,0,0,1,0
6, 06:00:00,36,7,0,0,0,1
1, 21:00:00,20,20,0,0,1,0
6, 22:00:00,26,42,0,0,1,1
4, 21:00:00,25,11,0,1,1,0
3, 21:00:00,28,37,0,0,1,0
6, 08:00:00,28,37,1,0,1,1
2, 20:00:00,47,17,0,0,1,0
6, 21:00:00,34,16,0,0,0,0
2, 13:00:00,38,16,0,0,1,0
6, 17:00:00,28,22,0,0,0,0
2, 06:00:00,38,5,0,0,1,0
5, 12:00:00,21,46,0,0,1,0
6, 00:00:00,44,31,0,0,0,0
1, 05:00:00,17,18,0,0,1,0
6, 12:00:00,31,27,0,1,0,0
6, 04:00:00,22,72,1,0,1,0
2, 18:00:00,42,48,0,0,0,0
3, 09:00:00,36,3,0,0,1,1
1, 16:00:00,20,32,0,0,0,0
2, 22:00:00,56,12,0,0,0,0
5, 19:00:00,18,16,0,0,1,0
3, 15:00:00,22,6,0,0,1,0
3, 04:00:00,21,35,1,0,1,1
6, 21:00:00,44,14,0,0,0,0
5, 12:00:00,26,14,0,0,1,0
5, 18:00:00,31,8,0,0,0,0
2, 03:00:00,55,11,0,0,0,0
4, 22:00:00,56,16,1,0,0,1
2, 10:00:00,21,8,0,0,1,0
1, 14:00:00,26,14,0,0,0,0
4, 18:00:00,28,21,0,1,1,0
2, 09:00:00,51,8,0,0,0,1
3, 04:00:00,39,49,0,0,1,0
4, 16:00:00,26,12,0,1,0,1
3, 23:00:00,23,20,0,0,0,1
3, 18:00:00,28,23,0,1,0,0
3, 16:00:00,26,1,0,0,1,0
1, 19:00:00,38,28,0,1,1,0
6, 15:00:00,21,27,1,0,1,0
4, 21:00:00,21,46,0,0,1,0
5, 16:00:00,38,2,0,0,0,0
2, 14:00:00,20,11,0,1,0,0
2, 15:00:00,17,14,0,0,0,0
3, 11:00:00,18,12,0,0,1,0
5, 14:00:00,22,25,0,1,1,1
6, 11:00:00,25,2,0,0,1,1
4, 11:00:00,41,4,0,0,0,0
3, 14:00:00,20,33,0,0,0,0
2, 02:00:00,35,7,0,0,1,0
3, 12:00:00,30,17,0,0,0,0
2, 23:00:00,35,22,0,0,1,0
5, 00:00:00,41,17,0,0,1,0
1, 19:00:00,19,30,0,0,1,0
1, 03:00:00,22,7,0,0,0,0
5, 02:00:00,25,30,0,1,1,0
6, 03:00:00,30,32,0,0,1,0
5, 04:00:00,36,12,0,0,1,1
0, 21:00:00,23,5,0,1,0,0
3, 22:00:00,38,17,1,0,0,0
6, 04:00:00,42,21,0,0,0,0
5, 19:00:00,36,9,0,0,1,0
0, 12:00:00,61,17,0,0,1,1
4, 15:00:00,40,1,0,0,0,0
3, 02:00:00,33,35,0,0,1,0
2, 15:00:00,25,1,0,0,0,0
0, 14:00:00,26,11,0,0,1,0
4, 06:00:00,24,13,1,0,1,0
6, 01:00:00,34,57,0,0,1,0
0, 09:00:00,27,19,0,0,1,0
4, 13:00:00,41,16,0,0,1,1
6, 04:00:00,27,22,0,0,1,1
2, 04:00:00,34,1,0,0,1,0
5, 01:00:00,22,51,0,0,0,1
5, 02:00:00,26,30,0,0,0,1
6, 13:00:00,18,20,0,0,1,0
4, 05:00:00,39,20,0,0,1,1
6, 00:00:00,29,21,0,0,0,0
4, 14:00:00,31,26,0,0,1,0
6, 14:00:00,50,3,0,0,0,0
5, 16:00:00,28,11,0,1,0,0
6, 07:00:00,35,9,0,0,1,0
6, 01:00:00,21,28,0,0,1,0
4, 20:00:00,33,41,1,0,0,0
3, 20:00:00,29,20,0,0,1,0
2, 23:00:00,57,5,0,0,0,0
5, 00:00:00,25,48,0,0,1,1
4, 01:00:00,29,19,0,0,0,0
0, 17:00:00,27,4,0,0,0,0
2, 23:00:00,30,58,0,1,1,0
2, 00:00:00,21,31,0,0,1,0
0, 20:00:00,19,24,0,0,1,0
6, 22:00:00,18,137,0,1,1,0
4, 15:00:00,28,30,0,0,1,0
3, 04:00:00,42,32,1,0,1,1
4, 21:00:00,28,37,0,1,0,0
5, 04:00:00,25,23,0,0,0,0
2, 17:00:00,20,15,1,0,1,0
5, 09:00:00,23,45,0,0,1,0
3, 19:00:00,21,4,0,0,1,0
2, 23:00:00,21,28,0,0,1,1
1, 04:00:00,31,2,0,1,0,0
4, 18:00:00,31,72,0,0,1,0
3, 18:00:00,19,12,0,0,1,1
1, 21:00:00,23,2,0,0,0,0
0, 20:00:00,45,9,0,0,1,0
2, 02:00:00,28,8,0,0,0,1
6, 20:00:00,37,29,0,1,1,0
4, 21:00:00,22,17,0,0,1,0
6, 02:00:00,26,18,0,0,1,0
1, 03:00:00,40,20,0,0,1,0
4, 09:00:00,30,18,0,0,1,0
5, 22:00:00,34,3,0,0,1,1
4, 23:00:00,41,11,0,0,0,0
1, 08:00:00,34,15,0,0,1,0
4, 11:00:00,28,29,1,1,1,0
2, 21:00:00,40,25,0,0,0,0
0, 18:00:00,40,16,0,0,1,0
5, 11:00:00,44,2,0,0,0,0
4, 04:00:00,28,32,0,0,1,0
6, 14:00:00,20,46,0,0,1,0
4, 15:00:00,18,15,0,0,0,0
0, 01:00:00,19,14,0,0,1,0
5, 14:00:00,27,24,0,0,1,1
2, 21:00:00,33,4,0,1,0,0
1, 18:00:00,35,10,0,0,0,0
0, 01:00:00,30,28,0,0,1,0
0, 22:00:00,33,7,1,0,1,0
5, 17:00:00,35,2,0,0,1,0
1, 17:00:00,22,8,0,0,0,1
3, 23:00:00,40,23,0,1,0,0
4, 20:00:00,31,11,0,0,1,0
0, 15:00:00,28,14,0,0,1,0
1, 16:00:00,40,17,0,0,0,0
5, 13:00:00,29,17,0,0,1,0
3, 22:00:00,29,13,1,0,0,0
